,Files,Phase
22598,video09_2600,CalotTriangleDissection
22599,video09_2625,CalotTriangleDissection
22600,video09_2650,CalotTriangleDissection
22601,video09_2675,CalotTriangleDissection
22602,video09_2700,CalotTriangleDissection
22603,video09_2725,CalotTriangleDissection
22604,video09_2750,CalotTriangleDissection
22605,video09_2775,CalotTriangleDissection
22606,video09_2800,CalotTriangleDissection
22607,video09_2825,CalotTriangleDissection
22608,video09_2850,CalotTriangleDissection
22609,video09_2875,CalotTriangleDissection
22610,video09_2900,CalotTriangleDissection
22611,video09_2925,CalotTriangleDissection
22612,video09_2950,CalotTriangleDissection
22613,video09_2975,CalotTriangleDissection
22614,video09_3000,CalotTriangleDissection
22615,video09_3025,CalotTriangleDissection
22616,video09_3050,CalotTriangleDissection
22617,video09_3075,CalotTriangleDissection
22618,video09_3100,CalotTriangleDissection
22619,video09_3125,CalotTriangleDissection
22620,video09_3150,CalotTriangleDissection
22621,video09_3175,CalotTriangleDissection
22622,video09_3200,CalotTriangleDissection
22623,video09_3225,CalotTriangleDissection
22624,video09_3250,CalotTriangleDissection
22625,video09_3275,CalotTriangleDissection
22626,video09_3300,CalotTriangleDissection
22627,video09_3325,CalotTriangleDissection
22628,video09_3350,CalotTriangleDissection
22629,video09_3375,CalotTriangleDissection
22630,video09_3400,CalotTriangleDissection
22631,video09_3425,CalotTriangleDissection
22632,video09_3450,CalotTriangleDissection
22633,video09_3475,CalotTriangleDissection
22634,video09_3500,CalotTriangleDissection
22635,video09_3525,CalotTriangleDissection
22636,video09_3550,CalotTriangleDissection
22637,video09_3575,CalotTriangleDissection
22638,video09_3600,CalotTriangleDissection
22639,video09_3625,CalotTriangleDissection
22640,video09_3650,CalotTriangleDissection
22641,video09_3675,CalotTriangleDissection
22642,video09_3700,CalotTriangleDissection
22643,video09_3725,CalotTriangleDissection
22644,video09_3750,CalotTriangleDissection
22645,video09_3775,CalotTriangleDissection
22646,video09_3800,CalotTriangleDissection
22647,video09_3825,CalotTriangleDissection
22648,video09_3850,CalotTriangleDissection
22649,video09_3875,CalotTriangleDissection
22650,video09_3900,CalotTriangleDissection
22651,video09_3925,CalotTriangleDissection
22652,video09_3950,CalotTriangleDissection
22653,video09_3975,CalotTriangleDissection
22654,video09_4000,CalotTriangleDissection
22655,video09_4025,CalotTriangleDissection
22656,video09_4050,CalotTriangleDissection
22657,video09_4075,CalotTriangleDissection
22658,video09_4100,CalotTriangleDissection
22659,video09_4125,CalotTriangleDissection
22660,video09_4150,CalotTriangleDissection
22661,video09_4175,CalotTriangleDissection
22662,video09_4200,CalotTriangleDissection
22663,video09_4225,CalotTriangleDissection
22664,video09_4250,CalotTriangleDissection
22665,video09_4275,CalotTriangleDissection
22666,video09_4300,CalotTriangleDissection
22667,video09_4325,CalotTriangleDissection
22668,video09_4350,CalotTriangleDissection
22669,video09_4375,CalotTriangleDissection
22670,video09_4400,CalotTriangleDissection
22671,video09_4425,CalotTriangleDissection
22672,video09_4450,CalotTriangleDissection
22673,video09_4475,CalotTriangleDissection
22674,video09_4500,CalotTriangleDissection
22675,video09_4525,CalotTriangleDissection
22676,video09_4550,CalotTriangleDissection
22677,video09_4575,CalotTriangleDissection
22678,video09_4600,CalotTriangleDissection
22679,video09_4625,CalotTriangleDissection
22680,video09_4650,CalotTriangleDissection
22681,video09_4675,CalotTriangleDissection
22682,video09_4700,CalotTriangleDissection
22683,video09_4725,CalotTriangleDissection
22684,video09_4750,CalotTriangleDissection
22685,video09_4775,CalotTriangleDissection
22686,video09_4800,CalotTriangleDissection
22687,video09_4825,CalotTriangleDissection
22688,video09_4850,CalotTriangleDissection
22689,video09_4875,CalotTriangleDissection
22690,video09_4900,CalotTriangleDissection
22691,video09_4925,CalotTriangleDissection
22692,video09_4950,CalotTriangleDissection
22693,video09_4975,CalotTriangleDissection
22694,video09_5000,CalotTriangleDissection
22695,video09_5025,CalotTriangleDissection
22696,video09_5050,CalotTriangleDissection
22697,video09_5075,CalotTriangleDissection
22698,video09_5100,CalotTriangleDissection
22699,video09_5125,CalotTriangleDissection
22700,video09_5150,CalotTriangleDissection
22701,video09_5175,CalotTriangleDissection
22702,video09_5200,CalotTriangleDissection
22703,video09_5225,CalotTriangleDissection
22704,video09_5250,CalotTriangleDissection
22705,video09_5275,CalotTriangleDissection
22706,video09_5300,CalotTriangleDissection
22707,video09_5325,CalotTriangleDissection
22708,video09_5350,CalotTriangleDissection
22709,video09_5375,CalotTriangleDissection
22710,video09_5400,CalotTriangleDissection
22711,video09_5425,CalotTriangleDissection
22712,video09_5450,CalotTriangleDissection
22713,video09_5475,CalotTriangleDissection
22714,video09_5500,CalotTriangleDissection
22715,video09_5525,CalotTriangleDissection
22716,video09_5550,CalotTriangleDissection
22717,video09_5575,CalotTriangleDissection
22718,video09_5600,CalotTriangleDissection
22719,video09_5625,CalotTriangleDissection
22720,video09_5650,CalotTriangleDissection
22721,video09_5675,CalotTriangleDissection
22722,video09_5700,CalotTriangleDissection
22723,video09_5725,CalotTriangleDissection
22724,video09_5750,CalotTriangleDissection
22725,video09_5775,CalotTriangleDissection
22726,video09_5800,CalotTriangleDissection
22727,video09_5825,CalotTriangleDissection
22728,video09_5850,CalotTriangleDissection
22729,video09_5875,CalotTriangleDissection
22730,video09_5900,CalotTriangleDissection
22731,video09_5925,CalotTriangleDissection
22732,video09_5950,CalotTriangleDissection
22733,video09_5975,CalotTriangleDissection
22734,video09_6000,CalotTriangleDissection
22735,video09_6025,CalotTriangleDissection
22736,video09_6050,CalotTriangleDissection
22737,video09_6075,CalotTriangleDissection
22738,video09_6100,CalotTriangleDissection
22739,video09_6125,CalotTriangleDissection
22740,video09_6150,CalotTriangleDissection
22741,video09_6175,CalotTriangleDissection
22742,video09_6200,CalotTriangleDissection
22743,video09_6225,CalotTriangleDissection
22744,video09_6250,CalotTriangleDissection
22745,video09_6275,CalotTriangleDissection
22746,video09_6300,CalotTriangleDissection
22747,video09_6325,CalotTriangleDissection
22748,video09_6350,CalotTriangleDissection
22749,video09_6375,CalotTriangleDissection
22750,video09_6400,CalotTriangleDissection
22751,video09_6425,CalotTriangleDissection
22752,video09_6450,CalotTriangleDissection
22753,video09_6475,CalotTriangleDissection
22754,video09_6500,CalotTriangleDissection
22755,video09_6525,CalotTriangleDissection
22756,video09_6550,CalotTriangleDissection
22757,video09_6575,CalotTriangleDissection
22758,video09_6600,CalotTriangleDissection
22759,video09_6625,CalotTriangleDissection
22760,video09_6650,CalotTriangleDissection
22761,video09_6675,CalotTriangleDissection
22762,video09_6700,CalotTriangleDissection
22763,video09_6725,CalotTriangleDissection
22764,video09_6750,CalotTriangleDissection
22765,video09_6775,CalotTriangleDissection
22766,video09_6800,CalotTriangleDissection
22767,video09_6825,CalotTriangleDissection
22768,video09_6850,CalotTriangleDissection
22769,video09_6875,CalotTriangleDissection
22770,video09_6900,CalotTriangleDissection
22771,video09_6925,CalotTriangleDissection
22772,video09_6950,CalotTriangleDissection
22773,video09_6975,CalotTriangleDissection
22774,video09_7000,CalotTriangleDissection
22775,video09_7025,CalotTriangleDissection
22776,video09_7050,CalotTriangleDissection
22777,video09_7075,CalotTriangleDissection
22778,video09_7100,CalotTriangleDissection
22779,video09_7125,CalotTriangleDissection
22780,video09_7150,CalotTriangleDissection
22781,video09_7175,CalotTriangleDissection
22782,video09_7200,CalotTriangleDissection
22783,video09_7225,CalotTriangleDissection
22784,video09_7250,CalotTriangleDissection
22785,video09_7275,CalotTriangleDissection
22786,video09_7300,CalotTriangleDissection
22787,video09_7325,CalotTriangleDissection
22788,video09_7350,CalotTriangleDissection
22789,video09_7375,CalotTriangleDissection
22790,video09_7400,CalotTriangleDissection
22791,video09_7425,CalotTriangleDissection
22792,video09_7450,CalotTriangleDissection
22793,video09_7475,CalotTriangleDissection
22794,video09_7500,CalotTriangleDissection
22795,video09_7525,CalotTriangleDissection
22796,video09_7550,CalotTriangleDissection
22797,video09_7575,CalotTriangleDissection
22798,video09_7600,CalotTriangleDissection
22799,video09_7625,CalotTriangleDissection
22800,video09_7650,CalotTriangleDissection
22801,video09_7675,CalotTriangleDissection
22802,video09_7700,CalotTriangleDissection
22803,video09_7725,CalotTriangleDissection
22804,video09_7750,CalotTriangleDissection
22805,video09_7775,CalotTriangleDissection
22806,video09_7800,CalotTriangleDissection
22807,video09_7825,CalotTriangleDissection
22808,video09_7850,CalotTriangleDissection
22809,video09_7875,CalotTriangleDissection
22810,video09_7900,CalotTriangleDissection
22811,video09_7925,CalotTriangleDissection
22812,video09_7950,CalotTriangleDissection
22813,video09_7975,CalotTriangleDissection
22814,video09_8000,CalotTriangleDissection
22815,video09_8025,CalotTriangleDissection
22816,video09_8050,CalotTriangleDissection
22817,video09_8075,CalotTriangleDissection
22818,video09_8100,CalotTriangleDissection
22819,video09_8125,CalotTriangleDissection
22820,video09_8150,CalotTriangleDissection
22821,video09_8175,CalotTriangleDissection
22822,video09_8200,CalotTriangleDissection
22823,video09_8225,CalotTriangleDissection
22824,video09_8250,CalotTriangleDissection
22825,video09_8275,CalotTriangleDissection
22826,video09_8300,CalotTriangleDissection
22827,video09_8325,CalotTriangleDissection
22828,video09_8350,CalotTriangleDissection
22829,video09_8375,CalotTriangleDissection
22830,video09_8400,CalotTriangleDissection
22831,video09_8425,CalotTriangleDissection
22832,video09_8450,CalotTriangleDissection
22833,video09_8475,CalotTriangleDissection
22834,video09_8500,CalotTriangleDissection
22835,video09_8525,CalotTriangleDissection
22836,video09_8550,CalotTriangleDissection
22837,video09_8575,CalotTriangleDissection
22838,video09_8600,CalotTriangleDissection
22839,video09_8625,CalotTriangleDissection
22840,video09_8650,CalotTriangleDissection
22841,video09_8675,CalotTriangleDissection
22842,video09_8700,CalotTriangleDissection
22843,video09_8725,CalotTriangleDissection
22844,video09_8750,CalotTriangleDissection
22845,video09_8775,CalotTriangleDissection
22846,video09_8800,CalotTriangleDissection
22847,video09_8825,CalotTriangleDissection
22848,video09_8850,CalotTriangleDissection
22849,video09_8875,CalotTriangleDissection
22850,video09_8900,CalotTriangleDissection
22851,video09_8925,CalotTriangleDissection
22852,video09_8950,CalotTriangleDissection
22853,video09_8975,CalotTriangleDissection
22854,video09_9000,CalotTriangleDissection
22855,video09_9025,CalotTriangleDissection
22856,video09_9050,CalotTriangleDissection
22857,video09_9075,CalotTriangleDissection
22858,video09_9100,CalotTriangleDissection
22859,video09_9125,CalotTriangleDissection
22860,video09_9150,CalotTriangleDissection
22861,video09_9175,CalotTriangleDissection
22862,video09_9200,CalotTriangleDissection
22863,video09_9225,CalotTriangleDissection
22864,video09_9250,CalotTriangleDissection
22865,video09_9275,CalotTriangleDissection
22866,video09_9300,CalotTriangleDissection
22867,video09_9325,CalotTriangleDissection
22868,video09_9350,CalotTriangleDissection
22869,video09_9375,CalotTriangleDissection
22870,video09_9400,CalotTriangleDissection
22871,video09_9425,CalotTriangleDissection
22872,video09_9450,CalotTriangleDissection
22873,video09_9475,CalotTriangleDissection
22874,video09_9500,CalotTriangleDissection
22875,video09_9525,CalotTriangleDissection
22876,video09_9550,CalotTriangleDissection
22877,video09_9575,CalotTriangleDissection
22878,video09_9600,CalotTriangleDissection
22879,video09_9625,CalotTriangleDissection
22880,video09_9650,CalotTriangleDissection
22881,video09_9675,CalotTriangleDissection
22882,video09_9700,CalotTriangleDissection
22883,video09_9725,CalotTriangleDissection
22884,video09_9750,CalotTriangleDissection
22885,video09_9775,CalotTriangleDissection
22886,video09_9800,CalotTriangleDissection
22887,video09_9825,CalotTriangleDissection
22888,video09_9850,CalotTriangleDissection
22889,video09_9875,CalotTriangleDissection
22890,video09_9900,CalotTriangleDissection
22891,video09_9925,CalotTriangleDissection
22892,video09_9950,CalotTriangleDissection
22893,video09_9975,CalotTriangleDissection
22894,video09_10000,CalotTriangleDissection
22895,video09_10025,CalotTriangleDissection
22896,video09_10050,CalotTriangleDissection
22897,video09_10075,CalotTriangleDissection
22898,video09_10100,CalotTriangleDissection
22899,video09_10125,CalotTriangleDissection
22900,video09_10150,CalotTriangleDissection
22901,video09_10175,CalotTriangleDissection
22902,video09_10200,CalotTriangleDissection
22903,video09_10225,CalotTriangleDissection
22904,video09_10250,CalotTriangleDissection
22905,video09_10275,CalotTriangleDissection
22906,video09_10300,CalotTriangleDissection
22907,video09_10325,CalotTriangleDissection
22908,video09_10350,CalotTriangleDissection
22909,video09_10375,CalotTriangleDissection
22910,video09_10400,CalotTriangleDissection
22911,video09_10425,CalotTriangleDissection
22912,video09_10450,CalotTriangleDissection
22913,video09_10475,CalotTriangleDissection
22914,video09_10500,CalotTriangleDissection
22915,video09_10525,CalotTriangleDissection
22916,video09_10550,CalotTriangleDissection
22917,video09_10575,CalotTriangleDissection
22918,video09_10600,CalotTriangleDissection
22919,video09_10625,CalotTriangleDissection
22920,video09_10650,CalotTriangleDissection
22921,video09_10675,CalotTriangleDissection
22922,video09_10700,CalotTriangleDissection
22923,video09_10725,CalotTriangleDissection
22924,video09_10750,CalotTriangleDissection
22925,video09_10775,CalotTriangleDissection
22926,video09_10800,CalotTriangleDissection
22927,video09_10825,CalotTriangleDissection
22928,video09_10850,CalotTriangleDissection
22929,video09_10875,CalotTriangleDissection
22930,video09_10900,CalotTriangleDissection
22931,video09_10925,CalotTriangleDissection
22932,video09_10950,CalotTriangleDissection
22933,video09_10975,CalotTriangleDissection
22934,video09_11000,CalotTriangleDissection
22935,video09_11025,CalotTriangleDissection
22936,video09_11050,CalotTriangleDissection
22937,video09_11075,CalotTriangleDissection
22938,video09_11100,CalotTriangleDissection
22939,video09_11125,CalotTriangleDissection
22940,video09_11150,CalotTriangleDissection
22941,video09_11175,CalotTriangleDissection
22942,video09_11200,CalotTriangleDissection
22943,video09_11225,CalotTriangleDissection
22944,video09_11250,CalotTriangleDissection
22945,video09_11275,CalotTriangleDissection
22946,video09_11300,CalotTriangleDissection
22947,video09_11325,CalotTriangleDissection
22948,video09_11350,CalotTriangleDissection
22949,video09_11375,CalotTriangleDissection
22950,video09_11400,CalotTriangleDissection
22951,video09_11425,CalotTriangleDissection
22952,video09_11450,CalotTriangleDissection
22953,video09_11475,CalotTriangleDissection
22954,video09_11500,CalotTriangleDissection
22955,video09_11525,CalotTriangleDissection
22956,video09_11550,CalotTriangleDissection
22957,video09_11575,CalotTriangleDissection
22958,video09_11600,CalotTriangleDissection
22959,video09_11625,CalotTriangleDissection
22960,video09_11650,CalotTriangleDissection
22961,video09_11675,CalotTriangleDissection
22962,video09_11700,CalotTriangleDissection
22963,video09_11725,CalotTriangleDissection
22964,video09_11750,CalotTriangleDissection
22965,video09_11775,CalotTriangleDissection
22966,video09_11800,CalotTriangleDissection
22967,video09_11825,CalotTriangleDissection
22968,video09_11850,CalotTriangleDissection
22969,video09_11875,CalotTriangleDissection
22970,video09_11900,CalotTriangleDissection
22971,video09_11925,CalotTriangleDissection
22972,video09_11950,CalotTriangleDissection
22973,video09_11975,CalotTriangleDissection
22974,video09_12000,CalotTriangleDissection
22975,video09_12025,CalotTriangleDissection
22976,video09_12050,CalotTriangleDissection
22977,video09_12075,CalotTriangleDissection
22978,video09_12100,CalotTriangleDissection
22979,video09_12125,CalotTriangleDissection
22980,video09_12150,CalotTriangleDissection
22981,video09_12175,CalotTriangleDissection
22982,video09_12200,CalotTriangleDissection
22983,video09_12225,CalotTriangleDissection
22984,video09_12250,CalotTriangleDissection
22985,video09_12275,CalotTriangleDissection
22986,video09_12300,CalotTriangleDissection
22987,video09_12325,CalotTriangleDissection
22988,video09_12350,CalotTriangleDissection
22989,video09_12375,CalotTriangleDissection
22990,video09_12400,CalotTriangleDissection
22991,video09_12425,CalotTriangleDissection
22992,video09_12450,CalotTriangleDissection
22993,video09_12475,CalotTriangleDissection
22994,video09_12500,CalotTriangleDissection
22995,video09_12525,CalotTriangleDissection
22996,video09_12550,CalotTriangleDissection
22997,video09_12575,CalotTriangleDissection
22998,video09_12600,CalotTriangleDissection
22999,video09_12625,CalotTriangleDissection
23000,video09_12650,CalotTriangleDissection
23001,video09_12675,CalotTriangleDissection
23002,video09_12700,CalotTriangleDissection
23003,video09_12725,CalotTriangleDissection
23004,video09_12750,CalotTriangleDissection
23005,video09_12775,CalotTriangleDissection
23006,video09_12800,CalotTriangleDissection
23007,video09_12825,CalotTriangleDissection
23008,video09_12850,CalotTriangleDissection
23009,video09_12875,CalotTriangleDissection
23010,video09_12900,CalotTriangleDissection
23011,video09_12925,CalotTriangleDissection
23012,video09_12950,CalotTriangleDissection
23013,video09_12975,CalotTriangleDissection
23014,video09_13000,CalotTriangleDissection
23015,video09_13025,CalotTriangleDissection
23016,video09_13050,CalotTriangleDissection
23017,video09_13075,CalotTriangleDissection
23018,video09_13100,CalotTriangleDissection
23019,video09_13125,CalotTriangleDissection
23020,video09_13150,CalotTriangleDissection
23021,video09_13175,CalotTriangleDissection
23022,video09_13200,CalotTriangleDissection
23023,video09_13225,CalotTriangleDissection
23024,video09_13250,CalotTriangleDissection
23025,video09_13275,CalotTriangleDissection
23026,video09_13300,CalotTriangleDissection
23027,video09_13325,CalotTriangleDissection
23028,video09_13350,CalotTriangleDissection
23029,video09_13375,CalotTriangleDissection
23030,video09_13400,CalotTriangleDissection
23031,video09_13425,CalotTriangleDissection
23032,video09_13450,CalotTriangleDissection
23033,video09_13475,CalotTriangleDissection
23034,video09_13500,CalotTriangleDissection
23035,video09_13525,CalotTriangleDissection
23036,video09_13550,CalotTriangleDissection
23037,video09_13575,CalotTriangleDissection
23038,video09_13600,CalotTriangleDissection
23039,video09_13625,CalotTriangleDissection
23040,video09_13650,CalotTriangleDissection
23041,video09_13675,CalotTriangleDissection
23042,video09_13700,CalotTriangleDissection
23043,video09_13725,CalotTriangleDissection
23044,video09_13750,CalotTriangleDissection
23045,video09_13775,CalotTriangleDissection
23046,video09_13800,CalotTriangleDissection
23047,video09_13825,CalotTriangleDissection
23048,video09_13850,CalotTriangleDissection
23049,video09_13875,CalotTriangleDissection
23050,video09_13900,CalotTriangleDissection
23051,video09_13925,CalotTriangleDissection
23052,video09_13950,CalotTriangleDissection
23053,video09_13975,CalotTriangleDissection
23054,video09_14000,CalotTriangleDissection
23055,video09_14025,CalotTriangleDissection
23056,video09_14050,CalotTriangleDissection
23057,video09_14075,CalotTriangleDissection
23058,video09_14100,CalotTriangleDissection
23059,video09_14125,CalotTriangleDissection
23060,video09_14150,CalotTriangleDissection
23061,video09_14175,CalotTriangleDissection
23062,video09_14200,CalotTriangleDissection
23063,video09_14225,CalotTriangleDissection
23064,video09_14250,CalotTriangleDissection
23065,video09_14275,CalotTriangleDissection
23066,video09_14300,CalotTriangleDissection
23067,video09_14325,CalotTriangleDissection
23068,video09_14350,CalotTriangleDissection
23069,video09_14375,CalotTriangleDissection
23070,video09_14400,CalotTriangleDissection
23071,video09_14425,CalotTriangleDissection
23072,video09_14450,CalotTriangleDissection
23073,video09_14475,CalotTriangleDissection
23074,video09_14500,CalotTriangleDissection
23075,video09_14525,CalotTriangleDissection
23076,video09_14550,CalotTriangleDissection
23077,video09_14575,CalotTriangleDissection
23078,video09_14600,CalotTriangleDissection
23079,video09_14625,CalotTriangleDissection
23080,video09_14650,CalotTriangleDissection
23081,video09_14675,CalotTriangleDissection
23082,video09_14700,CalotTriangleDissection
23083,video09_14725,CalotTriangleDissection
23084,video09_14750,CalotTriangleDissection
23085,video09_14775,CalotTriangleDissection
23086,video09_14800,CalotTriangleDissection
23087,video09_14825,CalotTriangleDissection
23088,video09_14850,CalotTriangleDissection
23089,video09_14875,CalotTriangleDissection
23090,video09_14900,CalotTriangleDissection
23091,video09_14925,CalotTriangleDissection
23092,video09_14950,CalotTriangleDissection
23093,video09_14975,CalotTriangleDissection
23094,video09_15000,CalotTriangleDissection
23095,video09_15025,CalotTriangleDissection
23096,video09_15050,CalotTriangleDissection
23097,video09_15075,CalotTriangleDissection
23098,video09_15100,CalotTriangleDissection
23099,video09_15125,CalotTriangleDissection
23100,video09_15150,CalotTriangleDissection
23101,video09_15175,CalotTriangleDissection
23102,video09_15200,CalotTriangleDissection
23103,video09_15225,CalotTriangleDissection
23104,video09_15250,CalotTriangleDissection
23105,video09_15275,CalotTriangleDissection
23106,video09_15300,CalotTriangleDissection
23107,video09_15325,CalotTriangleDissection
23108,video09_15350,CalotTriangleDissection
23109,video09_15375,CalotTriangleDissection
23110,video09_15400,CalotTriangleDissection
23111,video09_15425,CalotTriangleDissection
23112,video09_15450,CalotTriangleDissection
23113,video09_15475,CalotTriangleDissection
23114,video09_15500,CalotTriangleDissection
23115,video09_15525,CalotTriangleDissection
23116,video09_15550,CalotTriangleDissection
23117,video09_15575,CalotTriangleDissection
23118,video09_15600,CalotTriangleDissection
23119,video09_15625,CalotTriangleDissection
23120,video09_15650,CalotTriangleDissection
23121,video09_15675,CalotTriangleDissection
23122,video09_15700,CalotTriangleDissection
23123,video09_15725,CalotTriangleDissection
23124,video09_15750,CalotTriangleDissection
23125,video09_15775,CalotTriangleDissection
23126,video09_15800,CalotTriangleDissection
23127,video09_15825,CalotTriangleDissection
23128,video09_15850,CalotTriangleDissection
23129,video09_15875,CalotTriangleDissection
23130,video09_15900,CalotTriangleDissection
23131,video09_15925,CalotTriangleDissection
23132,video09_15950,CalotTriangleDissection
23133,video09_15975,CalotTriangleDissection
23134,video09_16000,CalotTriangleDissection
23135,video09_16025,CalotTriangleDissection
23136,video09_16050,CalotTriangleDissection
23137,video09_16075,CalotTriangleDissection
23138,video09_16100,CalotTriangleDissection
23139,video09_16125,CalotTriangleDissection
23140,video09_16150,CalotTriangleDissection
23141,video09_16175,CalotTriangleDissection
23142,video09_16200,CalotTriangleDissection
23143,video09_16225,CalotTriangleDissection
23144,video09_16250,CalotTriangleDissection
23145,video09_16275,CalotTriangleDissection
23146,video09_16300,CalotTriangleDissection
23147,video09_16325,CalotTriangleDissection
23148,video09_16350,CalotTriangleDissection
23149,video09_16375,CalotTriangleDissection
23150,video09_16400,CalotTriangleDissection
23151,video09_16425,CalotTriangleDissection
23152,video09_16450,CalotTriangleDissection
23153,video09_16475,CalotTriangleDissection
23154,video09_16500,CalotTriangleDissection
23155,video09_16525,CalotTriangleDissection
23156,video09_16550,CalotTriangleDissection
23157,video09_16575,CalotTriangleDissection
23158,video09_16600,CalotTriangleDissection
23159,video09_16625,CalotTriangleDissection
23160,video09_16650,CalotTriangleDissection
23161,video09_16675,CalotTriangleDissection
23162,video09_16700,CalotTriangleDissection
23163,video09_16725,CalotTriangleDissection
23164,video09_16750,CalotTriangleDissection
23165,video09_16775,CalotTriangleDissection
23166,video09_16800,CalotTriangleDissection
23167,video09_16825,CalotTriangleDissection
23168,video09_16850,CalotTriangleDissection
23169,video09_16875,CalotTriangleDissection
23170,video09_16900,CalotTriangleDissection
23171,video09_16925,CalotTriangleDissection
23172,video09_16950,CalotTriangleDissection
23173,video09_16975,CalotTriangleDissection
23174,video09_17000,CalotTriangleDissection
23175,video09_17025,CalotTriangleDissection
23176,video09_17050,CalotTriangleDissection
23177,video09_17075,CalotTriangleDissection
23178,video09_17100,CalotTriangleDissection
23179,video09_17125,CalotTriangleDissection
23180,video09_17150,CalotTriangleDissection
23181,video09_17175,CalotTriangleDissection
23182,video09_17200,CalotTriangleDissection
23183,video09_17225,CalotTriangleDissection
23184,video09_17250,CalotTriangleDissection
23185,video09_17275,CalotTriangleDissection
23186,video09_17300,CalotTriangleDissection
23187,video09_17325,CalotTriangleDissection
23188,video09_17350,CalotTriangleDissection
23189,video09_17375,CalotTriangleDissection
23190,video09_17400,CalotTriangleDissection
23191,video09_17425,CalotTriangleDissection
23192,video09_17450,CalotTriangleDissection
23193,video09_17475,CalotTriangleDissection
23194,video09_17500,CalotTriangleDissection
23195,video09_17525,CalotTriangleDissection
23196,video09_17550,CalotTriangleDissection
23197,video09_17575,CalotTriangleDissection
23198,video09_17600,CalotTriangleDissection
23199,video09_17625,CalotTriangleDissection
23200,video09_17650,CalotTriangleDissection
23201,video09_17675,CalotTriangleDissection
23202,video09_17700,CalotTriangleDissection
23203,video09_17725,CalotTriangleDissection
23204,video09_17750,CalotTriangleDissection
23205,video09_17775,CalotTriangleDissection
23206,video09_17800,CalotTriangleDissection
23207,video09_17825,CalotTriangleDissection
23208,video09_17850,CalotTriangleDissection
23209,video09_17875,CalotTriangleDissection
23210,video09_17900,CalotTriangleDissection
23211,video09_17925,CalotTriangleDissection
23212,video09_17950,CalotTriangleDissection
23213,video09_17975,CalotTriangleDissection
23214,video09_18000,CalotTriangleDissection
23215,video09_18025,CalotTriangleDissection
23216,video09_18050,CalotTriangleDissection
23217,video09_18075,CalotTriangleDissection
23218,video09_18100,CalotTriangleDissection
23219,video09_18125,CalotTriangleDissection
23220,video09_18150,CalotTriangleDissection
23221,video09_18175,CalotTriangleDissection
23222,video09_18200,CalotTriangleDissection
23223,video09_18225,CalotTriangleDissection
23224,video09_18250,CalotTriangleDissection
23225,video09_18275,CalotTriangleDissection
23226,video09_18300,CalotTriangleDissection
23227,video09_18325,CalotTriangleDissection
23228,video09_18350,CalotTriangleDissection
23229,video09_18375,CalotTriangleDissection
23230,video09_18400,CalotTriangleDissection
23231,video09_18425,CalotTriangleDissection
23232,video09_18450,CalotTriangleDissection
23233,video09_18475,CalotTriangleDissection
23234,video09_18500,CalotTriangleDissection
23235,video09_18525,CalotTriangleDissection
23236,video09_18550,CalotTriangleDissection
23237,video09_18575,CalotTriangleDissection
23238,video09_18600,CalotTriangleDissection
23239,video09_18625,CalotTriangleDissection
23240,video09_18650,CalotTriangleDissection
23241,video09_18675,CalotTriangleDissection
23242,video09_18700,CalotTriangleDissection
23243,video09_18725,CalotTriangleDissection
23244,video09_18750,CalotTriangleDissection
23245,video09_18775,CalotTriangleDissection
23246,video09_18800,CalotTriangleDissection
23247,video09_18825,CalotTriangleDissection
23248,video09_18850,CalotTriangleDissection
23249,video09_18875,CalotTriangleDissection
23250,video09_18900,CalotTriangleDissection
23251,video09_18925,CalotTriangleDissection
23252,video09_18950,CalotTriangleDissection
23253,video09_18975,CalotTriangleDissection
23254,video09_19000,CalotTriangleDissection
23255,video09_19025,CalotTriangleDissection
23256,video09_19050,CalotTriangleDissection
23257,video09_19075,CalotTriangleDissection
23258,video09_19100,CalotTriangleDissection
23259,video09_19125,CalotTriangleDissection
23260,video09_19150,CalotTriangleDissection
23261,video09_19175,CalotTriangleDissection
23262,video09_19200,CalotTriangleDissection
23263,video09_19225,CalotTriangleDissection
23264,video09_19250,CalotTriangleDissection
23265,video09_19275,CalotTriangleDissection
23266,video09_19300,CalotTriangleDissection
23267,video09_19325,CalotTriangleDissection
23268,video09_19350,CalotTriangleDissection
23269,video09_19375,CalotTriangleDissection
23270,video09_19400,CalotTriangleDissection
23271,video09_19425,CalotTriangleDissection
23272,video09_19450,CalotTriangleDissection
23273,video09_19475,CalotTriangleDissection
23274,video09_19500,CalotTriangleDissection
23275,video09_19525,CalotTriangleDissection
23276,video09_19550,CalotTriangleDissection
23277,video09_19575,CalotTriangleDissection
23278,video09_19600,CalotTriangleDissection
23279,video09_19625,CalotTriangleDissection
23280,video09_19650,CalotTriangleDissection
23281,video09_19675,CalotTriangleDissection
23282,video09_19700,CalotTriangleDissection
23283,video09_19725,CalotTriangleDissection
23284,video09_19750,CalotTriangleDissection
23285,video09_19775,CalotTriangleDissection
23286,video09_19800,CalotTriangleDissection
23287,video09_19825,CalotTriangleDissection
23288,video09_19850,CalotTriangleDissection
23289,video09_19875,CalotTriangleDissection
23290,video09_19900,CalotTriangleDissection
23291,video09_19925,CalotTriangleDissection
23292,video09_19950,CalotTriangleDissection
23293,video09_19975,CalotTriangleDissection
23294,video09_20000,CalotTriangleDissection
23295,video09_20025,CalotTriangleDissection
23296,video09_20050,CalotTriangleDissection
